bullowar	4.1293306355e-05
helkwatarta	4.1293306355e-05
sashen	0.000123879919065
Daga	0.000660692901681
shfin	4.1293306355e-05
Jamaʼa	4.1293306355e-05
dimbim	4.1293306355e-05
farar	4.1293306355e-05
tazo	4.1293306355e-05
shariʼar	8.25866127101e-05
jihad	4.1293306355e-05
gwamnatinsa	0.000123879919065
lokuta	4.1293306355e-05
fiye	0.000619399595326
raʼayinsu	4.1293306355e-05
fiya	4.1293306355e-05
Barka	4.1293306355e-05
jihar	0.00260147830037
shure	8.25866127101e-05
baya	0.00136267910972
satifiket	4.1293306355e-05
irinta	8.25866127101e-05
mannawa	4.1293306355e-05
Darazo	4.1293306355e-05
Plato	4.1293306355e-05
yaushe	0.000123879919065
cutar	0.00598752942148
Authors	4.1293306355e-05
Babu	8.25866127101e-05
babbakka	4.1293306355e-05
kudi	0.000371639757195
lura	4.1293306355e-05
Dukkan	8.25866127101e-05
tsanani	0.000123879919065
Disambar	4.1293306355e-05
ragamar	4.1293306355e-05
Greening	8.25866127101e-05
karuwan	4.1293306355e-05
katafaren	4.1293306355e-05
igiyar	4.1293306355e-05
GA	8.25866127101e-05
kudu	0.00033034645084
kokarinsu	4.1293306355e-05
tapka	4.1293306355e-05
Ayatullah	4.1293306355e-05
Manzon	4.1293306355e-05
Ignatius	4.1293306355e-05
shinkafa	4.1293306355e-05
Sanda	4.1293306355e-05
Wakili	4.1293306355e-05
Bainal	4.1293306355e-05
BRAND	4.1293306355e-05
Birth	4.1293306355e-05
gabansa	4.1293306355e-05
iragen	4.1293306355e-05
kammu	8.25866127101e-05
kuke	4.1293306355e-05
gasar	0.00016517322542
rauni	4.1293306355e-05
mulkinshi	4.1293306355e-05
gabansu	4.1293306355e-05
biyan	4.1293306355e-05
marayu	8.25866127101e-05
Sandy	4.1293306355e-05
Soyayya	8.25866127101e-05
rediyo	4.1293306355e-05
samari	4.1293306355e-05
Akwai	0.000371639757195
hadan	4.1293306355e-05
Malaysiya	4.1293306355e-05
horo	4.1293306355e-05
LAAA	4.1293306355e-05
shaninna	4.1293306355e-05
Rasu	4.1293306355e-05
shawarwari	0.00016517322542
yace	0.00136267910972
aukuwar	4.1293306355e-05
gwiwar	0.000123879919065
yaci	4.1293306355e-05
garanbawul	4.1293306355e-05
Shedar	4.1293306355e-05
kafafen	4.1293306355e-05
Turkiyya	8.25866127101e-05
kaduna	4.1293306355e-05
kashu	4.1293306355e-05
kut	8.25866127101e-05
Ayagi	4.1293306355e-05
kwamitin	0.000289053144485
zanto	8.25866127101e-05
Game	4.1293306355e-05
gurguntar	4.1293306355e-05
eke	4.1293306355e-05
zartar	4.1293306355e-05
musayar	4.1293306355e-05
intanet	8.25866127101e-05
gwamantin	4.1293306355e-05
lodi	4.1293306355e-05
nawa	8.25866127101e-05
loda	0.000206466531775
dakayi	4.1293306355e-05
wucewa	4.1293306355e-05
hamayya	4.1293306355e-05
Febrairun	4.1293306355e-05
108	4.1293306355e-05
dora	4.1293306355e-05
103	4.1293306355e-05
kwando	4.1293306355e-05
Hajara	8.25866127101e-05
dahu	4.1293306355e-05
Sanusi	4.1293306355e-05
saya	8.25866127101e-05
Taqrib	4.1293306355e-05
ganinta	4.1293306355e-05
salwanta	8.25866127101e-05
origin	8.25866127101e-05
adawa	8.25866127101e-05
auction	4.1293306355e-05
FDLR	4.1293306355e-05
Za	8.25866127101e-05
Hamas	8.25866127101e-05
Bayanai	0.000123879919065
yanki	8.25866127101e-05
